1;arms_factory;4088.00;11.40;1878.00;4.58;0
1;arms_factory;4090.00;11.40;1880.00;1.55;0
1;arms_factory;4095.00;11.40;1877.00;2.15;0
1;arms_factory;4092.00;11.57;1882.00;4.33;0
1;arms_factory;4094.00;11.40;1876.00;3.94;0
1;arms_factory;4084.00;11.40;1878.00;5.05;0
1;industrial_complex;4081.00;11.40;1874.00;2.64;0
1;industrial_complex;4088.00;11.40;1874.00;5.27;0
1;industrial_complex;4078.00;11.98;1876.00;4.76;0
1;industrial_complex;4092.00;11.05;1874.00;5.24;0
1;industrial_complex;4096.00;11.40;1879.00;5.97;0
1;industrial_complex;4090.00;11.65;1882.00;2.40;0
1;air_base;4076.00;12.00;1875.00;3.77;0
1;supply_node;4080.00;11.48;1876.00;0.00;0
1;supply_node;4095.00;11.40;1880.00;2.61;0
1;supply_node;4085.00;11.40;1873.00;3.53;0
1;supply_node;4095.00;11.30;1874.00;5.73;0
1;bunker;4085.00;11.40;1876.00;3.29;0
1;bunker;4083.00;11.40;1876.00;1.67;0
1;bunker;4099.00;11.40;1877.00;0.07;0
1;bunker;4098.00;11.25;1875.00;2.26;0
1;stronghold_network;4098.00;11.25;1875.00;1.96;0
1;anti_air_building;4088.00;11.48;1873.00;4.92;0
1;anti_air_building;4086.00;11.40;1879.00;1.99;0
1;anti_air_building;4101.00;11.15;1881.00;0.57;0
1;synthetic_refinery;4089.00;11.40;1877.00;0.56;0
1;fuel_silo;4089.00;11.40;1881.00;2.97;0
1;radar_station;4089.00;11.40;1878.00;1.22;0
1;nuclear_reactor_spawn;4096.00;11.30;1875.00;4.55;0
1;special_project_facility_spawn;4081.00;12.03;1878.00;0.69;0
1;special_project_facility_spawn;4084.00;11.48;1871.00;3.98;0
1;special_project_facility_spawn;4091.00;11.40;1881.00;5.82;0
1;special_project_facility_spawn;4094.00;11.30;1875.00;4.58;0
1;rocket_site_spawn;4098.00;11.40;1880.00;1.18;0
2;arms_factory;911.00;10.88;1717.00;4.33;0
2;arms_factory;915.00;11.43;1721.00;3.94;0
2;arms_factory;911.00;10.95;1718.00;5.05;0
2;arms_factory;940.00;10.25;1669.00;2.64;0
2;arms_factory;926.00;10.90;1696.00;5.27;0
2;arms_factory;952.00;11.00;1670.00;4.76;0
2;industrial_complex;919.00;12.82;1712.00;5.24;0
2;industrial_complex;914.00;10.43;1706.00;5.97;0
2;industrial_complex;901.00;11.00;1735.00;2.40;0
2;industrial_complex;939.00;10.20;1672.00;3.77;0
2;industrial_complex;923.00;10.65;1711.00;2.32;0
2;industrial_complex;922.00;11.03;1703.00;5.72;0
2;air_base;943.00;10.48;1672.00;6.28;0
2;supply_node;912.00;11.05;1717.00;5.73;0
2;supply_node;939.00;10.48;1679.00;0.62;0
2;supply_node;905.00;11.30;1733.00;1.48;0
2;supply_node;922.00;10.90;1700.00;4.07;0
2;supply_node;918.00;10.23;1729.00;3.53;0
2;naval_supply_hub;944.00;11.25;1682.00;-4.21;0
2;naval_supply_hub;933.00;10.48;1694.00;-4.29;0
2;naval_supply_hub;925.00;10.20;1718.00;1.57;0
2;naval_supply_hub;896.00;9.50;1733.00;-1.67;0
2;naval_supply_hub;926.00;9.82;1722.00;0.98;0
2;bunker;935.00;10.78;1684.00;2.97;0
2;bunker;922.00;10.50;1725.00;0.21;0
2;bunker;916.00;10.48;1701.00;2.96;0
2;bunker;918.00;11.48;1708.00;2.37;0
2;bunker;910.00;12.10;1730.00;2.52;0
2;coastal_bunker;916.00;9.50;1694.00;-0.62;0
2;coastal_bunker;938.00;10.35;1692.00;-4.21;0
2;coastal_bunker;925.00;10.98;1715.00;1.57;0
2;coastal_bunker;926.00;9.68;1727.00;0.98;0
2;coastal_bunker;896.00;9.50;1733.00;-1.67;0
2;stronghold_network;917.00;13.40;1715.00;3.98;0
2;dockyard;937.00;9.50;1673.00;-1.11;0
2;anti_air_building;903.00;10.57;1727.00;4.58;0
2;anti_air_building;930.00;10.57;1687.00;1.18;0
2;anti_air_building;906.00;11.20;1727.00;5.24;0
2;synthetic_refinery;917.00;11.70;1721.00;0.40;0
2;fuel_silo;919.00;10.23;1730.00;3.44;0
2;radar_station;917.00;11.07;1704.00;4.72;0
2;nuclear_reactor_spawn;937.00;10.50;1683.00;2.09;0
2;special_project_facility_spawn;902.00;10.70;1736.00;1.60;0
2;special_project_facility_spawn;921.00;9.95;1692.00;1.42;0
2;special_project_facility_spawn;916.00;10.40;1730.00;1.54;0
2;special_project_facility_spawn;913.00;11.48;1719.00;3.01;0
2;special_project_facility_spawn;941.00;10.93;1676.00;2.75;0
2;rocket_site_spawn;931.00;11.30;1692.00;4.94;0
2;naval_base_spawn;916.00;9.50;1694.00;-0.62;5578
2;naval_base_spawn;895.00;9.65;1736.00;-1.67;5554
2;naval_base_spawn;901.00;9.53;1723.00;-1.57;5554
2;naval_base_spawn;921.00;9.55;1673.00;-1.11;5578
2;naval_base_spawn;925.00;10.12;1721.00;0.98;2851
2;floating_harbor;898.00;9.50;1717.00;1.57;1892
2;floating_harbor;926.74;9.50;1672.87;-4.25;7964
2;floating_harbor;888.03;9.50;1734.70;1.47;12461
2;floating_harbor;937.40;9.50;1706.84;-1.15;12859
2;floating_harbor;932.82;9.50;1719.12;-2.16;14529
3;arms_factory;3292.00;10.10;1669.00;5.05;0
3;arms_factory;3274.00;10.03;1701.00;2.64;0
3;arms_factory;3287.00;10.25;1691.00;5.27;0
3;arms_factory;3293.00;10.12;1668.00;4.76;0
3;arms_factory;3285.00;10.48;1694.00;5.24;0
3;arms_factory;3288.00;10.32;1676.00;5.97;0
3;industrial_complex;3293.00;10.25;1673.00;2.40;0
3;industrial_complex;3297.00;9.82;1667.00;3.77;0
3;industrial_complex;3297.00;10.82;1680.00;2.32;0
3;industrial_complex;3297.00;10.45;1670.00;5.72;0
3;industrial_complex;3294.00;11.43;1686.00;6.28;0
3;industrial_complex;3293.00;11.18;1683.00;2.16;0
3;air_base;3289.00;10.32;1687.00;3.29;0
3;supply_node;3276.00;10.07;1697.00;1.48;0
3;supply_node;3284.00;10.20;1690.00;4.07;0
3;supply_node;3286.00;10.28;1683.00;3.53;0
3;supply_node;3293.00;11.18;1683.00;5.72;0
3;supply_node;3290.00;10.12;1673.00;3.88;0
3;supply_node;3297.00;10.48;1672.00;2.68;0
3;supply_node;3305.00;9.50;1663.00;1.20;0
3;naval_supply_hub;3281.00;9.50;1686.00;-1.11;0
3;naval_supply_hub;3276.00;9.62;1696.00;-1.57;0
3;naval_supply_hub;3289.00;9.50;1670.00;-1.11;0
3;naval_supply_hub;3296.00;9.50;1666.00;-0.14;0
3;naval_supply_hub;3311.00;9.55;1658.00;0.46;0
3;naval_supply_hub;3282.00;9.50;1683.00;-1.25;0
3;bunker;3294.00;10.95;1678.00;4.93;0
3;bunker;3276.00;10.07;1697.00;0.57;0
3;bunker;3298.00;10.55;1671.00;0.67;0
3;bunker;3291.00;10.20;1675.00;4.55;0
3;bunker;3288.00;10.15;1683.00;0.69;0
3;bunker;3283.00;10.00;1687.00;3.98;0
3;bunker;3302.00;11.18;1667.00;5.82;0
3;coastal_bunker;3285.00;9.50;1681.00;-1.25;0
3;coastal_bunker;3296.00;9.50;1666.00;-0.14;0
3;coastal_bunker;3289.00;9.50;1672.00;-1.11;0
3;coastal_bunker;3306.00;9.50;1663.00;0.46;0
3;coastal_bunker;3279.00;9.50;1692.00;-1.11;0
3;coastal_bunker;3273.00;9.50;1700.00;-1.57;0
3;stronghold_network;3289.00;10.43;1688.00;6.19;0
3;dockyard;3273.00;9.50;1700.00;-1.57;0
3;anti_air_building;3297.00;10.32;1674.00;0.27;0
3;anti_air_building;3291.00;9.95;1670.00;3.39;0
3;anti_air_building;3282.00;10.38;1695.00;5.43;0
3;synthetic_refinery;3293.00;11.43;1687.00;0.93;0
3;fuel_silo;3290.00;10.85;1687.00;2.09;0
3;radar_station;3293.00;11.12;1681.00;2.62;0
3;nuclear_reactor_spawn;3292.00;10.88;1681.00;4.59;0
3;special_project_facility_spawn;3297.00;10.45;1670.00;3.88;0
3;special_project_facility_spawn;3274.00;10.03;1701.00;5.53;0
3;special_project_facility_spawn;3286.00;10.40;1693.00;4.45;0
3;special_project_facility_spawn;3290.00;10.45;1674.00;6.25;0
3;special_project_facility_spawn;3294.00;11.25;1683.00;3.01;0
3;special_project_facility_spawn;3287.00;10.28;1682.00;1.72;0
3;special_project_facility_spawn;3301.00;10.70;1667.00;2.53;0
3;rocket_site_spawn;3292.00;11.32;1688.00;4.84;0
3;naval_base_spawn;3285.00;10.07;1683.00;-1.25;2896
3;naval_base_spawn;3276.00;9.50;1688.00;-1.11;2896
3;naval_base_spawn;3288.00;9.90;1675.00;-1.11;2896
3;naval_base_spawn;3309.00;9.50;1658.00;0.46;2691
3;naval_base_spawn;3276.00;9.50;1695.00;-1.57;2896
3;naval_base_spawn;3297.00;9.50;1666.00;-0.14;2691
3;floating_harbor;3267.00;9.50;1697.00;1.57;5089
3;floating_harbor;3273.74;9.50;1684.87;-4.25;18703
3;floating_harbor;3276.36;9.50;1679.79;-4.39;13593
3;floating_harbor;3281.74;9.50;1668.87;-4.25;13592
3;floating_harbor;3295.01;9.50;1658.07;-3.28;15139
3;floating_harbor;3309.13;9.50;1654.74;-2.68;18707
4;arms_factory;2628.00;10.50;1734.00;5.27;0
4;arms_factory;2634.00;10.40;1710.00;4.76;0
4;arms_factory;2659.00;10.40;1717.00;5.24;0
4;arms_factory;2648.00;10.30;1730.00;5.97;0
4;arms_factory;2641.00;10.30;1733.00;2.40;0
4;arms_factory;2650.00;10.35;1722.00;3.77;0
4;industrial_complex;2623.00;10.70;1680.00;2.32;0
4;industrial_complex;2640.00;10.50;1698.00;5.72;0
4;industrial_complex;2646.00;10.48;1701.00;6.28;0
4;industrial_complex;2657.00;10.60;1687.00;2.16;0
4;industrial_complex;2679.00;10.53;1693.00;3.29;0
4;industrial_complex;2619.00;10.50;1715.00;1.67;0
4;air_base;2653.00;10.60;1683.00;0.07;0
4;supply_node;2629.00;10.48;1701.00;3.53;0
4;supply_node;2648.00;10.40;1715.00;5.72;0
4;supply_node;2630.00;10.43;1726.00;3.88;0
4;supply_node;2626.00;10.60;1684.00;2.68;0
4;supply_node;2658.00;10.60;1687.00;1.20;0
4;supply_node;2672.00;10.48;1704.00;3.07;0
4;bunker;2634.00;10.38;1724.00;2.97;0
4;bunker;2624.00;10.50;1701.00;0.21;0
4;bunker;2620.00;10.70;1685.00;2.96;0
4;bunker;2657.00;10.30;1722.00;2.37;0
4;bunker;2655.00;10.50;1698.00;2.52;0
4;bunker;2676.00;10.50;1700.00;4.93;0
4;stronghold_network;2642.00;10.40;1706.00;0.57;0
4;anti_air_building;2673.00;10.50;1703.00;0.67;0
4;anti_air_building;2620.00;10.50;1717.00;4.55;0
4;anti_air_building;2654.00;10.40;1702.00;0.69;0
4;synthetic_refinery;2632.00;10.53;1693.00;3.98;0
4;fuel_silo;2634.00;10.35;1732.00;5.82;0
4;radar_station;2649.00;10.40;1704.00;0.29;0
4;nuclear_reactor_spawn;2675.00;10.60;1695.00;1.06;0
4;special_project_facility_spawn;2632.00;10.40;1734.00;0.27;0
4;special_project_facility_spawn;2661.00;10.50;1700.00;3.39;0
4;special_project_facility_spawn;2644.00;10.60;1681.00;5.43;0
4;special_project_facility_spawn;2656.00;10.40;1719.00;0.93;0
4;special_project_facility_spawn;2661.00;10.40;1711.00;2.09;0
4;special_project_facility_spawn;2640.00;10.50;1695.00;1.60;0
4;rocket_site_spawn;2673.00;10.57;1691.00;1.42;0
5;arms_factory;2883.00;10.48;1988.00;5.24;0
5;arms_factory;2870.00;10.30;1982.00;5.97;0
5;arms_factory;2893.00;10.80;1977.00;2.40;0
5;arms_factory;2890.00;10.78;1980.00;3.77;0
5;arms_factory;2874.00;10.38;1985.00;2.32;0
5;arms_factory;2874.00;10.32;1988.00;5.72;0
5;industrial_complex;2887.00;10.50;1987.00;6.28;0
5;industrial_complex;2895.00;10.70;1978.00;2.16;0
5;industrial_complex;2873.00;10.30;1986.00;3.29;0
5;industrial_complex;2889.00;10.53;1987.00;1.67;0
5;industrial_complex;2886.00;10.95;1980.00;0.07;0
5;industrial_complex;2888.00;10.68;1982.00;2.26;0
5;air_base;2874.00;10.38;1985.00;1.96;0
5;supply_node;2878.00;10.38;1989.00;3.88;0
5;supply_node;2871.00;10.32;1983.00;2.68;0
5;supply_node;2880.00;10.65;1982.00;1.20;0
5;supply_node;2894.00;10.73;1978.00;3.07;0
5;supply_node;2888.00;10.65;1981.00;0.03;0
5;supply_node;2887.00;10.50;1987.00;1.22;0
5;bunker;2892.00;10.75;1981.00;2.96;0
5;bunker;2893.00;10.78;1979.00;2.37;0
5;bunker;2882.00;10.88;1983.00;2.52;0
5;bunker;2889.00;10.57;1986.00;4.93;0
5;bunker;2876.00;10.32;1987.00;0.57;0
5;bunker;2870.00;10.30;1982.00;0.67;0
5;stronghold_network;2878.00;10.38;1989.00;4.55;0
5;anti_air_building;2881.00;10.40;1987.00;0.69;0
5;anti_air_building;2884.00;10.43;1989.00;3.98;0
5;anti_air_building;2892.00;10.55;1983.00;5.82;0
5;synthetic_refinery;2883.00;11.15;1980.00;4.58;0
5;fuel_silo;2877.00;10.30;1988.00;1.18;0
5;radar_station;2884.00;10.57;1985.00;4.75;0
5;nuclear_reactor_spawn;2881.00;10.48;1986.00;3.39;0
5;special_project_facility_spawn;2875.00;10.30;1990.00;5.43;0
5;special_project_facility_spawn;2884.00;10.43;1989.00;0.93;0
5;special_project_facility_spawn;2882.00;10.88;1983.00;2.09;0
5;special_project_facility_spawn;2876.00;10.35;1985.00;1.60;0
5;special_project_facility_spawn;2887.00;10.85;1980.00;1.42;0
5;special_project_facility_spawn;2894.00;10.80;1980.00;1.54;0
5;rocket_site_spawn;2883.00;10.50;1985.00;3.01;0
6;arms_factory;3132.00;10.38;1088.00;2.40;0
6;arms_factory;3112.00;10.68;1090.00;3.77;0
6;arms_factory;3107.00;10.60;1081.00;2.32;0
6;arms_factory;3134.00;10.28;1099.00;5.72;0
6;arms_factory;3133.00;10.20;1098.00;6.28;0
6;arms_factory;3116.00;10.60;1087.00;2.16;0
6;industrial_complex;3131.00;10.30;1101.00;3.29;0
6;industrial_complex;3109.00;10.68;1079.00;1.67;0
6;industrial_complex;3126.00;10.45;1084.00;0.07;0
6;industrial_complex;3132.00;10.28;1075.00;2.26;0
6;industrial_complex;3107.00;10.68;1059.00;1.96;0
6;industrial_complex;3111.00;10.70;1080.00;4.92;0
6;air_base;3123.00;10.60;1066.00;1.99;0
6;supply_node;3110.00;10.65;1077.00;1.20;0
6;supply_node;3111.00;10.78;1064.00;3.07;0
6;supply_node;3128.00;10.53;1073.00;0.03;0
6;supply_node;3128.00;10.43;1095.00;1.22;0
6;supply_node;3114.00;10.60;1091.00;2.09;0
6;naval_supply_hub;3135.00;10.23;1106.00;-4.35;0
6;naval_supply_hub;3134.00;10.12;1072.00;-4.29;0
6;bunker;3111.00;10.50;1093.00;4.93;0
6;bunker;3118.00;10.65;1065.00;0.57;0
6;bunker;3130.00;10.30;1098.00;0.67;0
6;bunker;3117.00;10.62;1076.00;4.55;0
6;bunker;3129.00;10.53;1071.00;0.69;0
6;coastal_bunker;3135.00;9.55;1098.00;-4.35;0
6;coastal_bunker;3136.00;9.62;1075.00;-4.29;0
6;stronghold_network;3127.00;10.43;1088.00;4.58;0
6;dockyard;3137.00;9.50;1082.00;-4.29;0
6;anti_air_building;3120.00;11.15;1096.00;5.24;0
6;anti_air_building;3118.00;10.68;1091.00;0.40;0
6;anti_air_building;3127.00;10.43;1077.00;3.44;0
6;synthetic_refinery;3105.00;10.57;1078.00;1.74;0
6;fuel_silo;3122.00;10.80;1091.00;6.19;0
6;radar_station;3119.00;10.50;1082.00;4.46;0
6;nuclear_reactor_spawn;3118.00;10.53;1087.00;1.42;0
6;special_project_facility_spawn;3120.00;10.68;1068.00;1.54;0
6;special_project_facility_spawn;3111.00;10.60;1091.00;3.01;0
6;special_project_facility_spawn;3123.00;10.68;1074.00;2.75;0
6;special_project_facility_spawn;3110.00;10.73;1083.00;4.94;0
6;special_project_facility_spawn;3124.00;10.55;1099.00;3.69;0
6;rocket_site_spawn;3124.00;10.70;1097.00;4.59;0
6;naval_base_spawn;3136.00;9.95;1068.00;-4.29;8639
6;naval_base_spawn;3137.00;9.50;1095.00;-4.35;8639
6;floating_harbor;3143.40;9.50;1079.84;-1.15;13796
6;floating_harbor;3142.55;9.50;1100.46;-1.21;13821
7;arms_factory;1736.00;11.82;270.00;2.32;0
7;arms_factory;1738.00;11.70;270.00;5.72;0
7;arms_factory;1739.00;12.57;271.00;6.28;0
7;arms_factory;1736.00;12.10;273.00;2.16;0
7;arms_factory;1735.00;12.05;276.00;3.29;0
7;arms_factory;1737.00;11.95;270.00;1.67;0
7;industrial_complex;1734.00;11.30;273.00;0.07;0
7;industrial_complex;1736.00;12.07;271.00;2.26;0
7;industrial_complex;1744.00;10.95;272.00;1.96;0
